,content,background,textcolor,font,label
568,"رئیسی، رئیس دولت سیزدهم در پانزدهمین سفر استانی خود وارد فرودگاه بین المللی سردار جنگل شد.
بازدید از برخی پروژه‌های استان، دیدار با اقشار مختلف مردم، نخبگان، جانبازان، خانواده شهدا و ایثارگران، شرکت در جلسه شورای اداری و نشست خبری از مهم ترین برنامه های سفر رئیس جمهور به استان گیلان خواهد بود.
  گیلان،مقصد امروز سفرهای استانی رییس جمهور",black_background,white,ordibehesht,siyasi
569,"رئیس کل سازمان خصوصی سازی: 
سهامداران سهام عدالت پیش از پایان سال سود سهام عدالت دریافت خواهند کرد.

قربان‌زاده جامعه هدف دریافت سود سهام عدالت را ۴۹ میلیون نفر اعلام کرد: 

به این ترتیب بیش از ششصد هزار تومان سود سهام عدالت به دارندگان این سهام تعلق خواهد گرفت.
   زمان واریز سود سهام عدالت مشخص شد/ هر نفر چقدر سود دریافت می‌کند؟",black_background,white,ordibehesht,eqtesadi
570,سید ابراهیم رئیسی در این پیام تاکید کرد: پیروزی‌های پی‌درپی و مقتدرانه تیم ملی فوتبال کشورمان در مرحله مقدماتی انتخابی جام جهانی و راه‌یابی به جام جهانی ۲۰۲۲ قطر، موجی از شادی و شعف را برای ملت سربلند ایران به ارمغان آورد.  رئیس جمهور راه‌یابی تیم ملی فوتبال به جام جهانی را تبریک گفت,black_background,white,default,varzeshi
571,"تصوير شبکه يک سيما براي لحظاتي هک شد. 

عصر امروز ، در ميان پخش آنونس برنامه ها به مدت ده ثانيه، تصاويري از سران منافقين و صوت يکي از سخنراني هاي آنها روي آنتن شبکه يک ديده شد. 

مسئولان فني سازمان صدا و سيما مي گويند احتمالا سرور، مورد حمله هکري قرار گرفته.

بر اساس اين گزارش، اتفاقاتي شبيه به اين در شبکه قرآن، راديو پيام و جوان هم رخ داده است.
  سایت صدا و سیمای جمهوری اسلامی ایران هک شد",black_background,orange,ordibehesht,siyasi
572,چهل روز گذشت...   مادر بزرگ  روحت شاد,black_background,gray,titr,monasebat
573,"کریمی، معاون درمان وزیر بهداشت: 
پیک شدیدی را در سه هفته آینده تجربه خواهیم کرد. 

در صورت تداوم وضعیت کنونی شاهد افزایش ابتلا و مرگ و میر کرونایی خواهیم بود.

سرایت سویه امیکرون شدید بوده و بیمارستان‌ها باید دستگاه‌های اکسیژن، ونتیلاتور و همچنین دارو به میزان کافی فراهم کنند.

تنها نگرانی رعایت نشدن دستورالعمل‌های بهداشتی توسط مردم است.  پیک شدید کرونا در سه هفته آینده",black_background,white,shabnam,pezeshki
574,"سایت sportsmole انگلیس خبر داد که باشگاه آرسنال پس از اینکه از خرید دوشان ولاهوویچ مهاجم صربستانی فیورنتینا ناامید شد، قصد دارد مهدی طارمی را برای تقویت خط حمله خود به خدمت بگیرد.

آرسنال روی برنامه معاوضه طارمی با امریک اوبامیانگ مهاجم گابنی خود برنامه‌ریزی می‌کند.  آرسنال در اندیشه خرید مهدی طارمی",black_background,white,ordibehesht,varzeshi
575,مهم نیست توی چه جایگاهی باشی، مهم اینه که هر جا هستی مثل این آقای میوه فروش  همین قدر خوب باشی,black_background,white,ordibehesht,nasihat va sokhan
576,"معاون پرورشی و فرهنگی اداره کل آموزش و پرورش البرز اعلام کرد که فرایند هدایت تحصیلی ۳۳ هزار و ۶۳۹ دانش آموز پایه نهم مدارس متوسطه اول این استان به خوبی در حال انجام است.

مرکز مشاوره رازی اداره کل آموزش و پرورش استان البرز واقع در چهار راه طالقانی ابتدای بلوار ماهان در زمینه انتخاب رشته، انتخاب مسیر زندگی آماده ارائه خدمات مشاوره ای به دانش آموزان پایه نهم و دوازدهم در انتخاب رشته تحصیلی و دانشگاهی است و والدین و دانش آموزان می توانند با شماره های ۰۲۶۳۴۴۲۹۰۹۸ و ۰۲۶۳۴۴۲۹۰۹۹ تماس بگیرند.
    فرایند هدایت تحصیلی ۳۳ هزار دانش آموز پایه نهم البرز در حال انجام است",black_background,white,ordibehesht,dars va daneshgah
577,"فدراسیون فوتبال عراق صبح امروز پنج شنبه و چند ساعت قبل از دیدار حساس برابر ایران در بیانیه ای که منتشر کرد از ارسال شکایت نامه رسمی خود به کنفدراسیون فوتبال آسیا و همچنین ارائه آن به ناظر بازی حساس با ایران خبر داد.

   عراق از ایران بهAFC شکایت کرد",black_background,white,shabnam,varzeshi
578,"سرمربی تیم ملی فوتبال ایران:
قطعا شرایط تیم برای رویارویی با عراق ایده‌آل نیست اما اگر بازیکنانم صد درصد توان خود را بگذارند، می‌توانیم این بازی را با موفقیت تمام کنیم.

بازی فردا از اهمیت زیادی برخوردار است چرا که می توانیم صعودمان را مسجل کنیم. 

بازیکنان ما آماده هستند. تیمی که داریم به اندازه کافی خوب هستند.   کنفرانس خبری پیش‌از‌بازی تیم ملی‌فوتبال ایران و عراق",black_background,white,shabnam,varzeshi
579,"یحیی گل محمدی که پیش از این گفته شده بود بعد از بازی با فولاد در هفته شانزدهم لیگ به دلیل شرایط مالی قصد دارد استعفا کند، سرانجام امروز بعد از اینکه بازیکنان حاضر به تمرین نشدند، با ارسال نامه ای به رضا درویش مدیرعامل باشگاه و افشین پیروانی سرپرست تیم، استعفای خود را اعلام کرد.
  یحیی گل محمدی از سمت خود استعفا داد",black_background,red,ordibehesht,varzeshi
580,تا زمانی که واکسن نزدن و واکسن هراسی هزینه ای ندارد؛ مشکل کرونا حل نخواهد شد و واکسن هراس ها هم به کار خودشان بدون دردسر ادامه خواهند داد.,pattern_o,black,ordibehesht,pezeshki
581,"بازیکنان پرسپولیس از حدود ساعت ۱۱ در ورزشگاه شهید کاظمی حضور یافتند اما به دلیل خلف وعده باشگاه در انجام تعهدات مالی خود، حاضر به انجام تمرین نشدند.

باشگاه پرسپولیس تا به امروز ۲۰ درصد از مطالبات بازیکنان و کادر فنی تیم‌اش را پرداخت کرده است.  بازیکنان پرسپولیس بدلیل مشکلات مالی اعتصاب کردند",black_background,white,shabnam,varzeshi
582,"لطفا نکات مثبت و منفی پیج سیلیکون برین رو بیان کنید
❤",white_background,black,sahel,majazi
583,"ثبت سفارشمون

۱.شما میتونید موضوع بدید و ما براتون نسبت به فضاتون طراحی میکنیم و بهتون برای چیدمان پیشنهاد میدیم.

۲.اگر فایل با کیفیتی خودتون دارید میتونید برای ما بفرستین.

۳.عکس ها و رنگ قاب و سایزتون رو که تایید کردید سفارشتون ثبت میشه.",default,black,rezvan,tablighat va business
584,"رنگ قابامون
قاب هامون تو رنگ های مشکی، سفید، نقره ای، طلایی، بژ و طرح چوب قهوه ای سوخته قابل سفارشه.",default,black,rezvan,tablighat va business
